Year,flow
12/04/1987,199.7
13/04/1987,179.6
14/04/1987,189.9
15/04/1987,191.3
16/04/1987,195.9
17/04/1987,181.5
18/04/1987,172.8
19/04/1987,189.2
20/04/1987,154.7
21/04/1987,179.4
22/04/1987,165.6
23/04/1987,168.8
24/04/1987,165.7
25/04/1987,155.5
26/04/1987,162.1
27/04/1987,154
28/04/1987,147.6
29/04/1987,167.7
30/04/1987,133.1
01/05/1987,147.4
02/05/1987,141.8
03/05/1987,144.6
04/05/1987,137
05/05/1987,137.6
06/05/1987,135.4
07/05/1987,132.7
08/05/1987,153.3
09/05/1987,115.1
10/05/1987,134.5
11/05/1987,134.3
12/05/1987,230.5
13/05/1987,180.5
14/05/1987,169.5
15/05/1987,166.6
16/05/1987,143.3
17/05/1987,142.9
18/05/1987,129
19/05/1987,130.2
20/05/1987,127.6
21/05/1987,114.8
22/05/1987,102.5
23/05/1987,122.2
24/05/1987,112.2
25/05/1987,114.6
26/05/1987,111.6
27/05/1987,107.4
28/05/1987,115.8
29/05/1987,90.7
30/05/1987,102.5
31/05/1987,92.1
01/06/1987,85.1
02/06/1987,114.4
03/06/1987,100.3
04/06/1987,82.2
05/06/1987,99.3
06/06/1987,90.1
07/06/1987,87.8
08/06/1987,96.1
09/06/1987,85.3
10/06/1987,94.6
11/06/1987,84.2
12/06/1987,100.1
13/06/1987,86.8
14/06/1987,82
15/06/1987,90.6
16/06/1987,72.5
17/06/1987,85.8
18/06/1987,84.9
19/06/1987,79
20/06/1987,82.6
21/06/1987,64
22/06/1987,86.6
23/06/1987,61.7
24/06/1987,69.5
25/06/1987,73
26/06/1987,75.8
27/06/1987,65.1
28/06/1987,80
29/06/1987,74.6
30/06/1987,70.4
01/07/1987,74.4
02/07/1987,73.7
03/07/1987,72.4
04/07/1987,68.2
05/07/1987,61.7
06/07/1987,66.8
07/07/1987,65.6
08/07/1987,69.7
09/07/1987,67
10/07/1987,75.2
11/07/1987,68.1
12/07/1987,68.4
13/07/1987,65.8
14/07/1987,66.8
15/07/1987,54.2
16/07/1987,68.9
17/07/1987,62.5
18/07/1987,59.7
19/07/1987,50.4
20/07/1987,81.4
21/07/1987,46.8
22/07/1987,78.8
23/07/1987,69.4
24/07/1987,55.4
25/07/1987,63.4
26/07/1987,60.9
27/07/1987,65.6
28/07/1987,63.7
29/07/1987,62.7
30/07/1987,59
31/07/1987,64.5
01/08/1987,62.1
02/08/1987,63.8
03/08/1987,84.8
04/08/1987,83.5
05/08/1987,86.3
06/08/1987,217
07/08/1987,499.7
08/08/1987,565.8
09/08/1987,881.3
10/08/1987,603.1
11/08/1987,334.7
12/08/1987,242
13/08/1987,210.3
14/08/1987,199.2
15/08/1987,170.8
16/08/1987,152.3
17/08/1987,378.2
18/08/1987,400.7
19/08/1987,281.8
20/08/1987,208.6
21/08/1987,219.5
22/08/1987,217.3
23/08/1987,196.8
24/08/1987,177.8
25/08/1987,162.5
26/08/1987,140.8
27/08/1987,142.1
28/08/1987,159.1
29/08/1987,139.5
30/08/1987,139.3
31/08/1987,113.9
01/09/1987,126
02/09/1987,130.2
03/09/1987,114.5
04/09/1987,116.1
05/09/1987,121.1
06/09/1987,113.5
07/09/1987,104.1
08/09/1987,104.3
09/09/1987,115.4
10/09/1987,102.9
11/09/1987,107.9
12/09/1987,65.8
13/09/1987,111.5
14/09/1987,105.2
15/09/1987,113.1
16/09/1987,115.6
17/09/1987,108.2
18/09/1987,96.2
19/09/1987,223
20/09/1987,265.4
21/09/1987,154.2
22/09/1987,131.2
23/09/1987,115.3
24/09/1987,113.2
25/09/1987,105.4
26/09/1987,144.3
27/09/1987,167.3
28/09/1987,139.5
29/09/1987,132.2
30/09/1987,137.6
01/10/1987,122.2
02/10/1987,123.5
03/10/1987,162.5
04/10/1987,288.3
05/10/1987,186.8
06/10/1987,989.3
07/10/1987,2538.7
08/10/1987,889
09/10/1987,622.1
10/10/1987,721.9
11/10/1987,961.2
12/10/1987,641.8
13/10/1987,487.3
14/10/1987,429.5
15/10/1987,365.5
16/10/1987,335.8
17/10/1987,291.2
18/10/1987,297.9
19/10/1987,270.8
20/10/1987,266.9
21/10/1987,279.2
22/10/1987,287.4
23/10/1987,275.6
24/10/1987,264
25/10/1987,246.7
26/10/1987,259.8
27/10/1987,462.6
28/10/1987,324.4
29/10/1987,336.9
30/10/1987,403.9
31/10/1987,380.8
01/11/1987,592.1
02/11/1987,542.2
03/11/1987,413.7
04/11/1987,364.3
05/11/1987,330.1
06/11/1987,311.4
07/11/1987,293.7
08/11/1987,286.5
09/11/1987,302.7
10/11/1987,318.7
11/11/1987,270.8
12/11/1987,301.9
13/11/1987,276.4
14/11/1987,266
15/11/1987,252.8
16/11/1987,734.5
17/11/1987,1084
18/11/1987,650.2
19/11/1987,541.6
20/11/1987,482.7
21/11/1987,462.1
22/11/1987,434.5
23/11/1987,535.4
24/11/1987,509.6
25/11/1987,461.3
26/11/1987,439.1
27/11/1987,434.6
28/11/1987,374.1
29/11/1987,407.9
30/11/1987,392.3
01/12/1987,459.6
02/12/1987,465.4
03/12/1987,492.2
04/12/1987,442.8
05/12/1987,410.1
06/12/1987,425.2
07/12/1987,927
08/12/1987,1405.5
09/12/1987,801.1
10/12/1987,678
11/12/1987,612.7
12/12/1987,535.6
13/12/1987,566.7
14/12/1987,646.4
15/12/1987,1116.7
16/12/1987,1309
17/12/1987,2856.5
18/12/1987,2423.9
19/12/1987,1641.2
20/12/1987,1313.3
21/12/1987,1413
22/12/1987,2587.7
23/12/1987,1841.6
24/12/1987,1508.4
25/12/1987,1278.5
26/12/1987,1157.2
27/12/1987,1042.9
28/12/1987,997.7
29/12/1987,932.9
30/12/1987,871.7
31/12/1987,826.7
01/01/1988,807.2
02/01/1988,806.2
03/01/1988,801.7
04/01/1988,778.2
05/01/1988,757.8
06/01/1988,711.5
07/01/1988,696.9
08/01/1988,669.6
09/01/1988,679
10/01/1988,647.6
11/01/1988,662.8
12/01/1988,664.5
13/01/1988,665.3
14/01/1988,650.9
15/01/1988,623.2
16/01/1988,565.4
17/01/1988,583.6
18/01/1988,550.3
19/01/1988,546.7
20/01/1988,530.1
21/01/1988,524.6
22/01/1988,533.4
23/01/1988,522.4
24/01/1988,592.3
25/01/1988,818.8
26/01/1988,923
27/01/1988,1043.8
28/01/1988,867.6
29/01/1988,799
30/01/1988,749.7
31/01/1988,732.4
01/02/1988,713.6
02/02/1988,762.3
03/02/1988,754.6
04/02/1988,727.1
05/02/1988,773.7
06/02/1988,749.9
07/02/1988,1025.4
08/02/1988,906.4
09/02/1988,769.5
10/02/1988,731.2
11/02/1988,679.3
12/02/1988,781.6
13/02/1988,761.8
14/02/1988,742.3
15/02/1988,671.3
16/02/1988,702.6
17/02/1988,599.3
18/02/1988,597.6
19/02/1988,592.1
20/02/1988,561.3
21/02/1988,536.7
22/02/1988,550.5
23/02/1988,534
24/02/1988,510.1
25/02/1988,506.9
26/02/1988,448.8
27/02/1988,423.3
28/02/1988,412.1
29/02/1988,417.4
01/03/1988,409.2
02/03/1988,406.5
03/03/1988,395.8
04/03/1988,402.4
05/03/1988,387.5
06/03/1988,365.2
07/03/1988,396
08/03/1988,389.2
09/03/1988,387.5
10/03/1988,348.1
11/03/1988,326.3
12/03/1988,342.7
13/03/1988,307.9
14/03/1988,312.1
15/03/1988,313.1
16/03/1988,297.6
17/03/1988,307.5
18/03/1988,284.6
19/03/1988,290.8
20/03/1988,281.1
21/03/1988,275.1
22/03/1988,276.2
23/03/1988,274.1
24/03/1988,261.1
25/03/1988,264.7
26/03/1988,252.4
27/03/1988,243.7
28/03/1988,244.1
29/03/1988,240.2
30/03/1988,236.7
31/03/1988,238.6
01/04/1988,228.1
02/04/1988,226
03/04/1988,226.5
04/04/1988,211.2
05/04/1988,211.5
06/04/1988,206.2
07/04/1988,181.2
08/04/1988,230.6
09/04/1988,195.2
10/04/1988,197.7
11/04/1988,185.7
12/04/1988,196.7
13/04/1988,193.7
14/04/1988,191.9
15/04/1988,181.4
16/04/1988,205.4
17/04/1988,160.2
18/04/1988,187.4
19/04/1988,179.2
20/04/1988,169
21/04/1988,177.2
22/04/1988,175.2
23/04/1988,169.4
24/04/1988,166.3
25/04/1988,165.1
26/04/1988,163.4
27/04/1988,164.6
28/04/1988,155.1
29/04/1988,166
30/04/1988,149.5
01/05/1988,152.3
02/05/1988,151.1
03/05/1988,139.3
04/05/1988,147.8
05/05/1988,146.6
06/05/1988,131.2
07/05/1988,138.6
08/05/1988,133.9
09/05/1988,124.7
10/05/1988,133.6
11/05/1988,128.7
12/05/1988,94.7
13/05/1988,128.6
14/05/1988,122.8
15/05/1988,116.5
16/05/1988,119.9
17/05/1988,114.5
18/05/1988,127.7
19/05/1988,110.1
20/05/1988,116.4
21/05/1988,109.5
22/05/1988,118
23/05/1988,110
24/05/1988,112.7
25/05/1988,103.9
26/05/1988,89.9
27/05/1988,119.5
28/05/1988,96.4
29/05/1988,98.7
30/05/1988,92
31/05/1988,101.5
01/06/1988,89
02/06/1988,108.1
03/06/1988,61.2
04/06/1988,99.4
05/06/1988,96
06/06/1988,102.9
07/06/1988,88.7
08/06/1988,100
09/06/1988,89
10/06/1988,84.7
11/06/1988,85.8
12/06/1988,83.5
13/06/1988,78.5
14/06/1988,85.9
15/06/1988,84.1
16/06/1988,82
17/06/1988,83.1
18/06/1988,89.1
19/06/1988,90.5
20/06/1988,81.3
21/06/1988,84.5
22/06/1988,70.1
23/06/1988,79.9
24/06/1988,72.4
25/06/1988,75.2
26/06/1988,76.3
27/06/1988,73.9
28/06/1988,59.8
29/06/1988,86.1
30/06/1988,63.8
01/07/1988,80.4
02/07/1988,63.7
03/07/1988,71.9
04/07/1988,66.1
05/07/1988,73.9
06/07/1988,73.2
07/07/1988,67.8
08/07/1988,72.1
09/07/1988,71.8
10/07/1988,66.5
11/07/1988,67.3
12/07/1988,58.9
13/07/1988,68.4
14/07/1988,52.4
15/07/1988,52.5
16/07/1988,59.8
17/07/1988,60.3
18/07/1988,43.3
19/07/1988,65.1
20/07/1988,65.2
21/07/1988,50.3
22/07/1988,64.1
23/07/1988,55
24/07/1988,48.9
25/07/1988,52.7
26/07/1988,58.7
27/07/1988,46.2
28/07/1988,51.2
29/07/1988,74.1
30/07/1988,62.6
31/07/1988,64.4
01/08/1988,52.5
02/08/1988,58.5
03/08/1988,65.5
04/08/1988,56.3
05/08/1988,72.9
06/08/1988,45.2
07/08/1988,54.6
08/08/1988,63.4
09/08/1988,52.2
10/08/1988,41.9
11/08/1988,50.1
12/08/1988,52.3
13/08/1988,49.3
14/08/1988,58.2
15/08/1988,53.2
16/08/1988,51.3
17/08/1988,54.2
18/08/1988,56.6
19/08/1988,49.5
20/08/1988,56.6
21/08/1988,48.2
22/08/1988,55.3
23/08/1988,42.4
24/08/1988,53.8
25/08/1988,67
26/08/1988,89.7
27/08/1988,297.7
28/08/1988,177.5
29/08/1988,106.2
30/08/1988,110.1
31/08/1988,87.7
01/09/1988,82.4
02/09/1988,88.9
03/09/1988,101
04/09/1988,80
05/09/1988,81.7
06/09/1988,81
07/09/1988,70.9
08/09/1988,85.5
09/09/1988,87.7
10/09/1988,65.8
11/09/1988,83.5
12/09/1988,92
13/09/1988,82.9
14/09/1988,76.3
15/09/1988,78.1
16/09/1988,69.1
17/09/1988,76.9
18/09/1988,52.5
19/09/1988,90
20/09/1988,81.3
21/09/1988,84.8
22/09/1988,69.7
23/09/1988,77.8
24/09/1988,80.2
25/09/1988,83.9
26/09/1988,68
27/09/1988,87.7
28/09/1988,126.6
29/09/1988,209.1
30/09/1988,444.7
01/10/1988,192.5
02/10/1988,163.6
03/10/1988,118.3
04/10/1988,104.8
05/10/1988,125.4
06/10/1988,102.6
07/10/1988,90.6
08/10/1988,476
09/10/1988,522
10/10/1988,297.7
11/10/1988,245.6
12/10/1988,196
13/10/1988,156.6
14/10/1988,164.8
15/10/1988,156.2
16/10/1988,199.3
17/10/1988,197.6
18/10/1988,199.1
19/10/1988,152.2
20/10/1988,169.3
21/10/1988,127.6
22/10/1988,147.4
23/10/1988,133.5
24/10/1988,140.7
25/10/1988,335.4
26/10/1988,264.1
27/10/1988,185.3
28/10/1988,182.9
29/10/1988,169.7
30/10/1988,166.4
31/10/1988,124
01/11/1988,157
02/11/1988,141.9
03/11/1988,137
04/11/1988,124.5
05/11/1988,181.2
06/11/1988,206.2
07/11/1988,183.3
08/11/1988,140.5
09/11/1988,174.5
10/11/1988,153.2
11/11/1988,184.7
12/11/1988,162.2
13/11/1988,149.9
14/11/1988,137.6
15/11/1988,152.2
16/11/1988,140.8
17/11/1988,138.2
18/11/1988,114.7
19/11/1988,137.6
20/11/1988,106.7
21/11/1988,133
22/11/1988,116.5
23/11/1988,121
24/11/1988,125.5
25/11/1988,100.4
26/11/1988,123.6
27/11/1988,150.2
28/11/1988,170.5
29/11/1988,141.5
30/11/1988,145.9
01/12/1988,153
02/12/1988,315.8
03/12/1988,250.6
04/12/1988,260.7
05/12/1988,310.2
06/12/1988,639.2
07/12/1988,471.1
08/12/1988,374.5
09/12/1988,320
10/12/1988,287
11/12/1988,271.3
12/12/1988,265.1
13/12/1988,281.3
14/12/1988,306.1
15/12/1988,326.6
16/12/1988,308.1
17/12/1988,356.1
18/12/1988,357.6
19/12/1988,340.8
20/12/1988,340.4
21/12/1988,463.4
22/12/1988,1037.6
23/12/1988,619.2
24/12/1988,536.2
25/12/1988,532.4
26/12/1988,763.8
27/12/1988,982.5
28/12/1988,737.3
29/12/1988,628.4
30/12/1988,575
31/12/1988,298.9
01/01/1989,518.91
02/01/1989,496.36
03/01/1989,460.98
04/01/1989,429.66
05/01/1989,468.47
06/01/1989,442.11
07/01/1989,428.22
08/01/1989,1311.23
09/01/1989,1110.66
10/01/1989,880.02
11/01/1989,706.79
12/01/1989,671.88
13/01/1989,596.53
14/01/1989,593.86
15/01/1989,586.43
16/01/1989,590.38
17/01/1989,592.8
18/01/1989,594.69
19/01/1989,605.36
20/01/1989,578.42
21/01/1989,613.2
22/01/1989,611.54
23/01/1989,615.9
24/01/1989,606.51
25/01/1989,625.03
26/01/1989,607.3
27/01/1989,623.11
28/01/1989,609.46
29/01/1989,565.65
30/01/1989,539.77
31/01/1989,577.64
01/02/1989,605.57
02/02/1989,571.35
03/02/1989,575.02
04/02/1989,522.02
05/02/1989,607.16
06/02/1989,567.99
07/02/1989,450.54
08/02/1989,474.44
09/02/1989,460.31
10/02/1989,460.76
11/02/1989,466.94
12/02/1989,444.54
13/02/1989,431.18
14/02/1989,424.79
15/02/1989,416.86
16/02/1989,407.69
17/02/1989,441.07
18/02/1989,739.02
19/02/1989,635.36
20/02/1989,527.21
21/02/1989,473.49
22/02/1989,447.59
23/02/1989,425.92
24/02/1989,412.6
25/02/1989,398.77
26/02/1989,389.3
27/02/1989,367.63
28/02/1989,399.7
01/03/1989,392.06
02/03/1989,367.61
03/03/1989,344.93
04/03/1989,345.25
05/03/1989,324.66
06/03/1989,326.93
07/03/1989,333.36
08/03/1989,313.58
09/03/1989,316.02
10/03/1989,306.34
11/03/1989,317.08
12/03/1989,311.61
13/03/1989,274.98
14/03/1989,280.41
15/03/1989,273.38
16/03/1989,259.53
17/03/1989,263.74
18/03/1989,253.56
19/03/1989,242.39
20/03/1989,254.69
21/03/1989,240.76
22/03/1989,216.92
23/03/1989,239.34
24/03/1989,212.54
25/03/1989,227.36
26/03/1989,212.57
27/03/1989,202.42
28/03/1989,204.65
29/03/1989,201.61
30/03/1989,199.11
31/03/1989,197.9
01/04/1989,191.79
02/04/1989,178.09
03/04/1989,191.71
04/04/1989,184.62
05/04/1989,185.24
06/04/1989,179.58
07/04/1989,170.22
08/04/1989,179.71
09/04/1989,158.84
10/04/1989,158.42
11/04/1989,168.52
12/04/1989,157.61
13/04/1989,165.55
14/04/1989,153.09
15/04/1989,154.42
16/04/1989,157.23
17/04/1989,151.6
18/04/1989,144.68
19/04/1989,155.51
20/04/1989,138.3
21/04/1989,144.06
22/04/1989,135.05
23/04/1989,139.49
24/04/1989,122.77
25/04/1989,128.33
26/04/1989,129.25
27/04/1989,131.36
28/04/1989,127.6
29/04/1989,117.26
30/04/1989,115.28
01/05/1989,119.76
02/05/1989,115.74
03/05/1989,116.33
04/05/1989,110.3
05/05/1989,124.44
06/05/1989,92.65
07/05/1989,100.94
08/05/1989,116.53
09/05/1989,90.01
10/05/1989,106.8
11/05/1989,92.02
12/05/1989,101.53
13/05/1989,102.96
14/05/1989,86.25
15/05/1989,110.74
16/05/1989,83.04
17/05/1989,94.62
18/05/1989,91.74
19/05/1989,89.04
20/05/1989,91.4
21/05/1989,81.72
22/05/1989,95.24
23/05/1989,77.41
24/05/1989,81.02
25/05/1989,85.78
26/05/1989,83.2
27/05/1989,79.59
28/05/1989,84.19
29/05/1989,79.83
30/05/1989,79.57
31/05/1989,78.55
01/06/1989,86.96
02/06/1989,78.27
03/06/1989,78.99
04/06/1989,85.76
05/06/1989,61.42
06/06/1989,73.51
07/06/1989,74.23
08/06/1989,66.79
09/06/1989,69.74
10/06/1989,77.09
11/06/1989,67.87
12/06/1989,73.21
13/06/1989,72.02
14/06/1989,54.55
15/06/1989,69.62
16/06/1989,70.11
17/06/1989,56.83
18/06/1989,68.32
19/06/1989,70.42
20/06/1989,70.43
21/06/1989,64.55
22/06/1989,61.19
23/06/1989,57.14
24/06/1989,66.07
25/06/1989,54.24
26/06/1989,70.2
27/06/1989,63.37
28/06/1989,57.6
29/06/1989,59.95
30/06/1989,66.57
01/07/1989,54.06
02/07/1989,53.87
03/07/1989,52.74
04/07/1989,56.69
05/07/1989,49.85
06/07/1989,57.6
07/07/1989,54.86
08/07/1989,47.49
09/07/1989,51.68
10/07/1989,61.94
11/07/1989,44.3
12/07/1989,56.8
13/07/1989,51.97
14/07/1989,49.35
15/07/1989,56.99
16/07/1989,41.98
17/07/1989,51.72
18/07/1989,53.95
19/07/1989,50.49
20/07/1989,57.24
21/07/1989,44.13
22/07/1989,41.2
23/07/1989,42.46
24/07/1989,40.8
25/07/1989,45.86
26/07/1989,54.71
27/07/1989,44.76
28/07/1989,48.66
29/07/1989,56.8
30/07/1989,48.94
31/07/1989,43.1
01/08/1989,43.49
02/08/1989,39.84
03/08/1989,38.86
04/08/1989,34.88
05/08/1989,39.67
06/08/1989,36.59
07/08/1989,42.77
08/08/1989,38.54
09/08/1989,36.83
10/08/1989,37.97
11/08/1989,33.25
12/08/1989,34.12
13/08/1989,29.45
14/08/1989,28.16
15/08/1989,37.97
16/08/1989,30.54
17/08/1989,31.29
18/08/1989,26.61
19/08/1989,23.26
20/08/1989,29.64
21/08/1989,53.4
22/08/1989,85.97
23/08/1989,56.54
24/08/1989,51.06
25/08/1989,49.42
26/08/1989,41.6
27/08/1989,76.99
28/08/1989,593.03
29/08/1989,441.56
30/08/1989,240.48
31/08/1989,204.36
01/09/1989,141.22
02/09/1989,107.77
03/09/1989,95.37
04/09/1989,86.7
05/09/1989,85.88
06/09/1989,72.42
07/09/1989,82.25
08/09/1989,78.24
09/09/1989,79.03
10/09/1989,67.36
11/09/1989,76.5
12/09/1989,78.07
13/09/1989,82.34
14/09/1989,242.97
15/09/1989,235.93
16/09/1989,940
17/09/1989,1040.7
18/09/1989,480.09
19/09/1989,334.27
20/09/1989,262.07
21/09/1989,220.13
22/09/1989,204.65
23/09/1989,173.37
24/09/1989,394.49
25/09/1989,1418.52
26/09/1989,558.64
27/09/1989,482.86
28/09/1989,369.19
29/09/1989,316.51
30/09/1989,298.54
01/10/1989,260.1
02/10/1989,230.76
03/10/1989,242.36
04/10/1989,194.12
05/10/1989,213.31
06/10/1989,167.14
07/10/1989,198.19
08/10/1989,179.02
09/10/1989,173.42
10/10/1989,171.77
11/10/1989,162.4
12/10/1989,159.27
13/10/1989,161.95
14/10/1989,152.69
15/10/1989,160.33
16/10/1989,152.32
17/10/1989,308.11
18/10/1989,291.09
19/10/1989,242.84
20/10/1989,214.9
21/10/1989,213.63
22/10/1989,183.05
23/10/1989,162.81
24/10/1989,177.63
25/10/1989,167.27
26/10/1989,163.76
27/10/1989,155.09
28/10/1989,147
29/10/1989,180.81
30/10/1989,159.38
31/10/1989,156.88
01/11/1989,156.54
02/11/1989,173.83
03/11/1989,145.43
04/11/1989,169.43
05/11/1989,119.74
06/11/1989,188
07/11/1989,181.05
08/11/1989,148.52
09/11/1989,170.82
10/11/1989,140.2
11/11/1989,179.41
12/11/1989,181.12
13/11/1989,163.56
14/11/1989,150.56
15/11/1989,237.72
16/11/1989,437.28
17/11/1989,342.43
18/11/1989,346.52
19/11/1989,352.49
20/11/1989,314.77
21/11/1989,291.54
22/11/1989,314.42
23/11/1989,616.57
24/11/1989,571.32
25/11/1989,431.11
26/11/1989,406.89
27/11/1989,354
28/11/1989,341.08
29/11/1989,391.4
30/11/1989,355.56
01/12/1989,319.62
02/12/1989,317.37
03/12/1989,351.36
04/12/1989,338.7
05/12/1989,322.86
06/12/1989,314.83
07/12/1989,288.01
08/12/1989,298.35
09/12/1989,262.69
10/12/1989,261.71
11/12/1989,259.65
12/12/1989,267.92
13/12/1989,259.05
14/12/1989,274.49
15/12/1989,258.81
16/12/1989,276.32
17/12/1989,277.94
18/12/1989,304.02
19/12/1989,294.61
20/12/1989,293.87
21/12/1989,305.67
22/12/1989,311.55
23/12/1989,456.91
24/12/1989,590.16
25/12/1989,1085.62
26/12/1989,1039.86
27/12/1989,796.4
28/12/1989,659.45
29/12/1989,604.03
30/12/1989,563.37
31/12/1989,520.5
01/01/1990,470
02/01/1990,452.2
03/01/1990,418.3
04/01/1990,391.2
05/01/1990,386
06/01/1990,385.4
07/01/1990,393.7
08/01/1990,370.3
09/01/1990,345
10/01/1990,378.9
11/01/1990,371.9
12/01/1990,442.3
13/01/1990,2952.4
14/01/1990,1514.1
15/01/1990,1035.1
16/01/1990,861.9
17/01/1990,767
18/01/1990,741.7
19/01/1990,672.8
20/01/1990,638.4
21/01/1990,624.2
22/01/1990,591.4
23/01/1990,590.1
24/01/1990,587.8
25/01/1990,651
26/01/1990,687.7
27/01/1990,678.1
28/01/1990,632.8
29/01/1990,590.3
30/01/1990,557
31/01/1990,521.9
01/02/1990,479.1
02/02/1990,486.4
03/02/1990,454.3
04/02/1990,440.2
05/02/1990,417.3
06/02/1990,413.8
07/02/1990,399.7
08/02/1990,401.9
09/02/1990,426.4
10/02/1990,523.5
11/02/1990,510
12/02/1990,471.3
13/02/1990,462.5
14/02/1990,517.6
15/02/1990,477
16/02/1990,472.4
17/02/1990,413.9
18/02/1990,450.7
19/02/1990,446.3
20/02/1990,360.3
21/02/1990,387
22/02/1990,385.6
23/02/1990,396.6
24/02/1990,374.2
25/02/1990,341.9
26/02/1990,359.4
27/02/1990,320.2
28/02/1990,344.1
01/03/1990,316.5
02/03/1990,315.3
03/03/1990,312
04/03/1990,372.1
05/03/1990,246.3
06/03/1990,353
07/03/1990,282.5
08/03/1990,335.8
09/03/1990,281.1
10/03/1990,277.7
11/03/1990,299.3
12/03/1990,244
13/03/1990,231.2
14/03/1990,237.9
15/03/1990,227.1
16/03/1990,221.1
17/03/1990,219.1
18/03/1990,212.1
19/03/1990,217.9
20/03/1990,191.5
21/03/1990,221.1
22/03/1990,210.3
23/03/1990,197.5
24/03/1990,191.5
25/03/1990,197.6
26/03/1990,188.5
27/03/1990,176.5
28/03/1990,186.3
29/03/1990,179.4
30/03/1990,184.1
31/03/1990,169.2
01/04/1990,180.6
02/04/1990,165.3
03/04/1990,169
04/04/1990,154.2
05/04/1990,173.3
06/04/1990,155.2
07/04/1990,167.9
08/04/1990,164.1
09/04/1990,148.7
10/04/1990,163.3
11/04/1990,156.1
12/04/1990,153.2
13/04/1990,147.1
14/04/1990,136
15/04/1990,150.9
16/04/1990,142.5
17/04/1990,143.8
18/04/1990,118.7
19/04/1990,141.2
20/04/1990,137
21/04/1990,145
22/04/1990,121.6
23/04/1990,131.7
24/04/1990,124.3
25/04/1990,122.1
26/04/1990,121.6
27/04/1990,117.1
28/04/1990,119.9
29/04/1990,117.8
30/04/1990,119.3
01/05/1990,116.1
02/05/1990,105.2
03/05/1990,107.9
04/05/1990,102.8
05/05/1990,99.6
06/05/1990,100.2
07/05/1990,104.2
08/05/1990,99.2
09/05/1990,101.7
10/05/1990,104.9
11/05/1990,101.3
12/05/1990,96.2
13/05/1990,87.5
14/05/1990,92.9
15/05/1990,96.4
16/05/1990,87.2
17/05/1990,92.7
18/05/1990,82.2
19/05/1990,90.3
20/05/1990,86.5
21/05/1990,83.9
22/05/1990,76.2
23/05/1990,80.7
24/05/1990,86.1
25/05/1990,79.9
26/05/1990,73.7
27/05/1990,71.8
28/05/1990,69.4
29/05/1990,81.7
30/05/1990,76.1
31/05/1990,65.9
01/06/1990,71.1
02/06/1990,75.8
03/06/1990,69.3
04/06/1990,73.4
05/06/1990,73.9
06/06/1990,61.4
07/06/1990,72.8
08/06/1990,66.2
09/06/1990,68.8
10/06/1990,60.3
11/06/1990,65.2
12/06/1990,65
13/06/1990,63.8
14/06/1990,57.2
15/06/1990,59.2
16/06/1990,53.1
17/06/1990,58.7
18/06/1990,65.8
19/06/1990,71.6
20/06/1990,67.5
21/06/1990,55.9
22/06/1990,51.9
23/06/1990,51
24/06/1990,60.6
25/06/1990,59.3
26/06/1990,61.4
27/06/1990,62.3
28/06/1990,56.3
29/06/1990,53.2
30/06/1990,54.8
01/07/1990,51.7
02/07/1990,52.9
03/07/1990,63.5
04/07/1990,50
05/07/1990,50.9
06/07/1990,50.9
07/07/1990,54
08/07/1990,55
09/07/1990,55.2
10/07/1990,57
11/07/1990,56.1
12/07/1990,56.1
13/07/1990,51.1
14/07/1990,48.7
15/07/1990,48.2
16/07/1990,49
17/07/1990,48.8
18/07/1990,44.2
19/07/1990,38.9
20/07/1990,44.8
21/07/1990,43.9
22/07/1990,48.9
23/07/1990,49.8
24/07/1990,48.4
25/07/1990,43.1
26/07/1990,42.8
27/07/1990,39.7
28/07/1990,47.6
29/07/1990,41.6
30/07/1990,45.8
31/07/1990,45.5
01/08/1990,44.8
02/08/1990,42.1
03/08/1990,42.6
04/08/1990,40.4
05/08/1990,40.9
06/08/1990,41
07/08/1990,41.7
08/08/1990,37.8
09/08/1990,36.3
10/08/1990,71.5
11/08/1990,80.2
12/08/1990,76.2
13/08/1990,44
14/08/1990,44.1
15/08/1990,53.3
16/08/1990,42.7
17/08/1990,38.7
18/08/1990,43
19/08/1990,35.2
20/08/1990,37
21/08/1990,39.7
22/08/1990,43.8
23/08/1990,43.9
24/08/1990,41
25/08/1990,31.8
26/08/1990,49.1
27/08/1990,76.7
28/08/1990,37.3
29/08/1990,50.6
30/08/1990,41.3
31/08/1990,44.6
01/09/1990,40.4
02/09/1990,37.4
03/09/1990,43.9
04/09/1990,35.3
05/09/1990,31.4
06/09/1990,34.8
07/09/1990,46.4
08/09/1990,50.2
09/09/1990,60.3
10/09/1990,67.2
11/09/1990,56.7
12/09/1990,57.3
13/09/1990,57.3
14/09/1990,59.8
15/09/1990,58.9
16/09/1990,57.3
17/09/1990,58.2
18/09/1990,55.1
19/09/1990,61.2
20/09/1990,62.8
21/09/1990,65.5
22/09/1990,58.2
23/09/1990,67.4
24/09/1990,65.8
25/09/1990,60.7
26/09/1990,64
27/09/1990,68.4
28/09/1990,56.1
29/09/1990,66.2
30/09/1990,66.4
01/10/1990,69.5
02/10/1990,74.6
03/10/1990,55.2
04/10/1990,51.2
05/10/1990,55.6
06/10/1990,74.4
07/10/1990,219.3
08/10/1990,143.1
09/10/1990,82.7
10/10/1990,85.2
11/10/1990,57
12/10/1990,55.9
13/10/1990,60.2
14/10/1990,66.5
15/10/1990,76.2
16/10/1990,146.1
17/10/1990,115.8
18/10/1990,87.9
